ID,Tweet,Target,Stance,FOL,FOLC,Pred
113,#Feminists can now prove Wage Gap... yet no lawsuits have come forward of women paid less... maybe it doesn't exist.,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ can prove the wage gap(x)) ∧ ¬has filed a lawsuit(x)) → ¬the wage gap eists,"Opposed to the given target ""Feminist Movement""",opposed
114,Feminists are not ugly lol they do make me laugh though. They are the most hypocritical people on the planet,Feminist Movement,AGAINST,∀x ((is a feminist(x) → is hypocritical(x)) ∧ (is a feminist(x) → makes the speaker laugh(x))),"Oppose the given target ""Feminist Movement""",opposed
115,Wonder what it'd be like to wear a dress and NOT be sexually harassed for it. #YesAllWomen,Feminist Movement,FAVOR,∀x ((wears a dress(x) ∧ ¬is seually harassed(x)) → supports the feminist movement(x)),"Support the given target ""Feminist Movement""",support
116,Lehi high school is my favorite school due to @cltnroberts ps yo gleaves hit me up #MondayMotivation #WhatAreYouAfraidOf,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
117,"If you want to empower women, you need to disempower the warlords! Zahara Langhi from Libya #WILPF100 #wsw2015 #ikff #peace #war",Feminist Movement,FAVOR,∀x ((empowers women(x) → disempowers warlords(x)) → is related to the feminist movement(x)),"Support the given target ""Feminist Movement""",support
118,hey @JCDFitness stop teiggering me with ur man gap on the bus i will fight the patriarchy until ur in jail. ty #Equality2015,Feminist Movement,FAVOR,∀x ((triggers someone(is JCDFitness(x)) ∧ is the patriarchy(x)) → is in jail(is JCDFitness(x))) ∧ supports the Feminist Movement(is the Feminist Movement(x)),"Support the given target ""Feminist Movement""",support
119,What is wrong with you people. Women with self respect should be coveted. Or have we been listening to too much Rush?,Feminist Movement,FAVOR,∀x ((is the feminist movement(x) → should be valued(x)) ∧ is influenced by Rush(x)),"Support the given target ""Feminist Movement""",support
120,"Hey first-world country white women bitching about gender inequality, you're going to be fine #killallmen",Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ is complaining about gender inequality(x)) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
121,"Hey, all you #prolife-ers, if Socrates was born mortal, and his mother thus doomed him to die, is she a murderer?",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
122,RT @WeNeedFeminism: I don't want to choose between having a family or having a career,Feminist Movement,FAVOR,∀x (represents the feminist movement(x) → supports the idea of not having to choose between having a family or having a career(x)),"Support the given target ""Feminist Movement""",support
123,@EmWallbank listen well I'm ready to tell about a need that I cannot deny #hsmsong,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
124,@evelynlns @jes_chastain Agree 100 %! She radiates beauty from the inside out. Such a role model for all,Feminist Movement,FAVOR,∀x ((is agreed with(x) ∧ radiates beauty from the inside out(x) ∧ is a role model for all(x)) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
125,Anyone else starting to notice the general demographic of feminists is like fucking high-schoolers.,Feminist Movement,AGAINST,"∀x (is a feminist(x) → is of the general demographic of y(x, is a feminist) ∧ is of the general demographic of y(x, is a high-schooler))","Oppose the given target ""Feminist Movement""",opposed
126,Sexism is power plus prejudice? So Anita is sexist by her own definition because of her new title in time #Anitasarkeesian,Feminist Movement,AGAINST,∀x ((is seist(x) ∧ x = Anita) → is the feminist movement(x)),"Oppose the given target ""Feminist Movement""",opposed
127,"Women are strong, women are smart, women are bold. #FeministsAreBeautifulisalovemovement",Feminist Movement,FAVOR,∀x (is the Feminist Movement(x) → (is strong(x) ∧ is smart(x) ∧ is bold(x))),"Support the given target ""Feminist Movement""",support
128,Want revenge for being a slut? Cry rape. Then lie to the world and carry a mattress with you. #rape #UglyFeminist,Feminist Movement,AGAINST,∀x (is the Feminist Movement(x) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
129,people actually brag about how dank their shatter wax shit is on instagram pls kill me #lol #dabs #wax #420,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
130,Gotta love the respect feminists give to those that don't wanna be a feminist (note the sarcasm) #IDontNeedFeminism,Feminist Movement,AGAINST,"∀x (is the feminist movement(x) → ¬gives respect to y(x, does not want to be a feminist(x))) ∧ epresses sarcasm(gives respect to y(x, does not want to be a feminist(x)))","Opposed to the given target ""Feminist Movement""",opposed
131,"@KrewellaJahan feminism does not equal woman's rights. Feminism is about vaulting one gender over another, NOT equality.",Feminist Movement,AGAINST,∀x ((is feminism(x) → ¬is women's rights(x)) ∧ (is feminism(x) → prioritizes one gender over another(x)) ∧ (¬is feminism(x) → is about equality(x))),"Opposed to the given target ""Feminist Movement""",opposed
132,I guess wanting and trying to make this world a better place for everyone makes me ugly. #feminist,Feminist Movement,FAVOR,∀x (is the feminist movement(x) → ¬makes someone ugly(x)),"Support the given target ""Feminist Movement""",support
133,"Because heckling #YesAllWomen & screaming ""LOOK AT ME!"" all day is an excellent way to show us you are a serious individual",Feminist Movement,AGAINST,∀x (is the feminist movement(x) → ¬(shows seriousness(x) ∧ is an ecellent way(x))),"Oppose the given target ""Feminist Movement""",opposed
134,feminist: *says something about women to be treated as equal human beings* some asshole: you're ugly wow nice okay lmao,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ says something about women being treated as equal human beings(x)) ∧ (is an individual(x) ∧ insults the feminist's appearance(x))) → is opposed to the Feminist Movement(x),"Opposed to the given target ""Feminist Movement""",opposed
135,".@Rod_McCallum You're 55yrs out-of-date. I thought you could be more interesting, but you're just old news, bored now. Bye",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
136,@EverydaySexism .@Rod_McCallum you are a dinosaur and a fool. Not rising to your antiquated rhetoric. Bye,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
137,@foreigncorrespo I'm never bored. Ppl who easily get bored - like you profess to be - are generally boring. It's a weak wimp-out.,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
138,@foreigncorrespo And just because you can quote Simone doesn't mean you understand her. Modern femmie-nism is just whining.,Feminist Movement,AGAINST,∀x (is the feminist movement(x) → is whining(x)),"Opposed to the given target ""Feminist Movement""",opposed
139,The length of time I take in the bath directly relates to what's happening on Twitter #MondayMotivation #Worlds2015,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
140,All I need in this life of sin is me and my girlfriend,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
141,the fact that people think women need to be appealing and attractive to be heard/seen as equal is why we need feminism,Feminist Movement,FAVOR,∀x (believes women need to be appealing and attractive to be seen as equal(x) → is the reason for something(is the feminist movement(x))),"Support the given target ""Feminist Movement""",support
142,They want equality but what they're doing is overpowering men. #feminazi,Feminist Movement,AGAINST,"∀x (is the feminist movement(x) → (is overpowering men(x) ∧ is labeled as ""feminazi""(x)))","Opposed to the given target ""Feminist Movement""",opposed
143,Saying #AllLivesMatter instead of #BlackLivesMatter is like saying equal rights for all instead of,Feminist Movement,NONE,∀x ((is saying #AllLivesMatter instead of #BlackLivesMatter(x) → ¬is saying equal rights for all(x)) ∧ (is the Feminist Movement(x))),"Support the given target ""Feminist Movement""",support
144,I met my first radical feminist today. Holy shit. Amazing how much can go wrong in a brain #wtf,Feminist Movement,AGAINST,∀x ((is a negative encounter(x) ∧ epresses surprise or disbelief(x)) → ¬is the feminist movement(x)),"Oppose the given target ""Feminist Movement""",opposed
145,@thefemaleboook @MeninistTweet lmao at the fact you use a bunch of airbrushed fake ass celebrities,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
146,".@cooImemegirl Feminists reject (or ignore the fight for) equality when it might hurt women. That's not equality, duh.",Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ (rejects or ignores the fight for equality(x) ∨ hurts women(x))) → ¬is equality(x)),"Oppose the given target ""Feminist Movement""",opposed
147,.@cooImemegirl Damn that wage gap! Sneaky men work longer hours in dangerous jobs and get paid for it!,Feminist Movement,AGAINST,∀x ((is the wage gap(x) ∧ is men(x) ∧ works longer hours(x) ∧ works in dangerous jobs(x) ∧ gets paid(x)) → ¬is the feminist movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
148,".@cooImemegirl Feminists believe mothers should have a say over the father's body, his job, and his money.",Feminist Movement,AGAINST,"∀x (is a feminist(x) → believes y should have control over z's body, job, and money(x, mother, father's body) ∧ believes y should have control over z's body, job, and money(x, mother, father's job) ∧ believes y should have control over z's body, job, and money(x, mother, father's money))","Oppose the given target ""Feminist Movement""",opposed
149,you know what's ugly? can't going out with a short skirt without being judged,Feminist Movement,FAVOR,∀x ((wears a short skirt(x) ∧ is judged(x)) → is part of the feminist movement(x)),"Support the given target ""Feminist Movement""",support
150,".@johnny_nimble @__heyheather @cooImemegirl ""Equality"": a term used by feminists to poorly hide supremacist agendas.",Feminist Movement,AGAINST,"∀x ((is the term ""Equality""(x) ∧ is used by feminists(x)) → is used to hide supremacist agendas(x))","Opposed to the given target ""Feminist Movement""",opposed
151,This feminist supports gender equality because some people believe a woman's value lies in her physical beauty.,Feminist Movement,FAVOR,∀x ((is a feminist(x) ∧ believes a woman's value lies in her physical beauty(x)) → supports gender equality(x)),"Support the given target ""Feminist Movement""",support
152,"If you claim nor to be a feminist, you either don't understand what feminism is, or you are a huge societal problem.",Feminist Movement,FAVOR,∀x (¬is a feminist(x) → (¬understands what feminism is(x) ∨ is a huge societal problem(x))),"Support the given target ""Feminist Movement""",support
153,Elizabeth Cady Stanton did not die so you could get upset about fuckbois that don't text back,Feminist Movement,FAVOR,∀x ((is the death of Elizabeth Cady Stanton(x) ∧ is getting upset about unreliable men(x)) → ¬is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
154,@Piddy_X @Nero @CYBERSTALIN It's an attempt at a @GodfreyElfwick parody. #ProteinWorld #BaltimoreRiots #socialism,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
