ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
58,@ProBirdRights: I do a stump speech. It on the stump in the park. attendance mandatory.,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: ProBirdRights is planning a mandatory political speech in the park.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
P(x): x is planning a political speech.
M(x): x is mandatory.
N(x): x is in the park.
H(x): x is Hillary Clinton.
Neutral: ∀x ((P(x) ∧ M(x) ∧ N(x)) → ¬H(x))",0,"ProBirdRights is talking about doing a political speech, which will take place on a stump in the park. They are saying that attendance is mandatory.",
59,I'd still rather have Aaron Hernandez as President than Hillary.,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The preference is for Aaron Hernandez to be President over Hillary Clinton.

Attitude Conclusion: The attitude towards Hillary Clinton is opposed.

First-order logic:
P(x): x is preferred.
H(x): x is Hillary Clinton.
A(x): x is Aaron Hernandez.
Opposed: P(A(x)) ∧ ¬P(H(x))",0,I would still prefer Aaron Hernandez to be the President rather than Hillary Clinton.,
60,@JSavoly @tedcruz Here ya go teddy boy..the world is getting HOTTER!! It's called GLOBAL WARMING!!  You're such a PUTZ!!,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"Hey JSavoly and Ted Cruz, the world is becoming hotter because of global warming. Ted Cruz, you are being called a putz for denying it.",
61,@JusticeWillett at least he has a platform,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The sentence does not mention or reference the given target 'Hillary Clinton'.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"Justice Willett, at least he has a platform.",
62,"Because I'm against common core, common crooks and common lies! #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary",Hillary Clinton,AGAINST,∀x ((is opposed to common core(x) ∧ is opposed to common crooks(x) ∧ is opposed to common lies(x))) → opposed,1,"I am not supporting Hillary Clinton for the 2016 elections because I am against Common Core, corrupt politicians and dishonesty in general. #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary",
63,I would LMAO if some negro Democrat decides to run for President. #HillaryClinton2016 #HillarysBigAnnouncement #HillarysDonors,Hillary Clinton,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton has announced her candidacy for the 2016 presidential election and has many supporters.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.",0,I would laugh my ass off if an African American democrat decides to run for President. Hillary Clinton announced her candidacy for the 2016 presidential election and she has many donors who support her.,
64,"@senna1 @KirillWasHere how many men are getting their dicks sucked daily in congress, etc and no one gives a shit...",Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"Senna1 and KirillWasHere, I am wondering how many men in Congress and other places are receiving oral sex on a daily basis and yet nobody seems to care about it.",
65,"You can't grow an economy from the bottom up. If she gets in, we're ALL in trouble",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) ∧ gets in(x)) → is in trouble(x) → opposed,1,"It is not possible to develop an economy by focusing on the lower class. If Hillary Clinton becomes president, everyone will face difficulties.",
66,@HillaryClinton Stop raising taxes and let people keep more of their wages! #LibertyNotHillary #StandWithRand,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → raises taes(x)) → is opposed(x) → opposed,1,"Hillary Clinton, please stop increasing taxes and allow individuals to retain more of their earnings! Let's support liberty instead of Hillary. I stand with Rand.",Clinton supports 12 weeks of paid family and medical leave at a minimum two-thirds wage replacement rate. She would pay for this plan with increased taxes on the wealthy.
67,"@theblaze If you think Hillary isn't taking foreign money from Muslim brotherhood, you probably favor Obama as chief justice",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ ¬is accepting foreign money from the Muslim Brotherhood(x)) → supports Obama as chief justice(x)) → opposed,1,"If you believe that Hillary Clinton is not accepting money from the Muslim Brotherhood, then you likely support President Obama as the Chief Justice. #HillaryClinton #MuslimBrotherhood #Obama #ChiefJustice",
68,"3. Fixing America's political system by getting rid of ""unaccountable"" money, and 4. Protecting the country.",Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton's priorities were to fix America's political system and protect the country.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
P(x): x is a priority.
F(x): x fixes America's political system.
T(x): x protects the country.
S(x): x is Hillary Clinton.

Support: ∀x ((P(x) ∧ S(x)) → (F(x) ∧ T(x)))",0,Two of Hillary Clinton's priorities were to fix America's political system by eliminating money without accountability and to protect the country.,
69,marijuana? marijuaage equality?? coincidence i think nOT!!11!,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,Is it a coincidence that the words 'marijuana' and 'marriage equality' both contain the letters 'j-u-a' and end with 'a'? I don't think so!,
70,@KoriWasinger @JButtawipo she also voted for the Iraq war and was responsible for gathering @TheDemocrats votes to support it.,Hillary Clinton,AGAINST,"∀x (voted for y(x, is the Iraq war) ∧ was responsible for gathering y votes(x, is a Democrat) → is opposed(x)) → opposed",1,Kori Wasinger and JButtawipo are discussing Hillary Clinton. One of the criticisms against her is that she voted in favor of the Iraq war and additionally played a role in gathering support from fellow Democrats for the war.,
71,Ding Dong ____ _____ __ ____,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The wicked witch is dead. #HillaryClinton

Attitude Conclusion: The attitude towards Hillary Clinton is Opposed.

First-order logic:
D(x): x is dead.
W(x): x is a wicked witch.
H(x): x is Hillary Clinton.
Opposed: D(H(x)) ∧ W(H(x))",0,"Ding Dong, the wicked witch is dead. #HillaryClinton",
72,RT @MaxTollensJr: One-percenter lied about being #DeadBroke No more lies. NO to,Hillary Clinton,NONE,∀x ((lied about being #DeadBroke(x) ∨ is associated with lies(x)) → is opposed(x)) → opposed,1,Retweet from MaxTollensJr: One-percenter Hillary Clinton lied about being financially broke. No more lies. Say no to her candidacy.,
73,@SLessard 100% agree. We need a woman like Hillary that can help this country get nursed back together!,Hillary Clinton,FAVOR,∀x ((is a woman(x) ∧ is Hillary Clinton(x)) → can help this country get nursed back together(x)) → support,1,I 100 percent agree. We need a woman like Hillary Clinton who can help nurse the country back to health.,
74,Much like you good people I forgot about my #livetweetingbladerunner a couple weeks ago #callback #potroast #cartography #blue,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards public rail is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"I, just like you guys, forgot to live tweet about Blade Runner a few weeks ago. This is a callback to remind you. Also, I made pot roast and studied cartography while feeling blue.",
75,@RandPaul @HillaryClinton you could never dream to be as intelligent as she is,Hillary Clinton,FAVOR,∀x (is as intelligent as Hillary Clinton(x) → is intelligent(x)) → support,1,"Rand Paul, you could never dream to be as intelligent as Hillary Clinton is.",
