ID,Tweet,Target,Stance,FOL,FOLC,Pred
113,Great to see my mentor @RepSusanDavis at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS.,Hillary Clinton,FAVOR,∀x (is the most qualified candidate ever running for POTUS(x) → is Hillary Clinton(x)),"Support the given target ""Hillary Clinton""",support
114,@BarackObama #Love_peace and peaceful coexistence of all no to violence and #terrorism,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
115,@readyforHRC @HillaryClinton Support encourage #HillaryClinton president #UnitedStates world is success of women in world,Hillary Clinton,FAVOR,∀x ((is a person(x) ∧ is Hillary Clinton(x)) → (is the President of the United States(x) ∧ is successful(x) ∧ is a woman(x))),"Support the given target ""Hillary Clinton""",support
116,I bet Leslie Knope would be so happy about,Hillary Clinton,FAVOR,"∀x (is Leslie Knope(x) → is happy about y(x, is Hillary Clinton))","Support the given target ""Hillary Clinton""",support
117,"Also the $400,000 ""speaking fees"" #Hillary took from Goldman Sachs for two ""speeches."" @Joan_Vennochi",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → took speaking fees from Goldman Sachs(x)),"Oppose the given target ""Hillary Clinton""",opposed
118,@readyforHRC Support encourage #HillaryClinton president #UnitedStates world is success of women in world,Hillary Clinton,FAVOR,∀x ((is a President(x) ∧ is a woman(x)) → is successful(x)) ∧ Hillary Clinton,"Support the given target ""Hillary Clinton""",support
119,@NatureGuy101 @MaryMorientes Support encourage #HillaryClinton president #UnitedStates world is success of women in world,Hillary Clinton,FAVOR,"∀x ((is a person(x) ∧ is Hillary Clinton(x)) → (encourages y(x, is Hillary Clinton(is the United States(x))) ∧ is successful(is a woman(x))))","Support the given target ""Hillary Clinton""",support
120,@rebeccalipson #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
121,Before leaving my dad's I took the liberty in framing and put up the pictures he has meeting Hillary and Bill Clinton in '92,Hillary Clinton,FAVOR,"∀x ((is meeting(x, Hillary Clinton) ∧ is meeting(x, Bill Clinton)) → (is pictures(x) ∧ is framed(x) ∧ is put up(x)))","Support the given target ""Hillary Clinton""",support
122,#HillarysAccomplishments Being a total clusterfuck at anything she does. #ReadyForHillary #UniteBlue #TopProg #TPOT #LibCrib,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is a total clusterfuck at anything she does(x)),"Opposed to the given target ""Hillary Clinton""",opposed
123,RT .@ChuckNellis .@HillaryClinton name change; it's no longer HRC it's now Hillary Uranium #Benghazi Clinton. Take note.,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ undergoes a name change(x)) → (is Hillary Clinton(x) → is Hillary Uranium #Benghazi Clinton(x))),Opposed to the given target 'Hillary Clinton',opposed
124,Hillary is on her way to #Baltimore to be their champion. #BaltimoreRiots,Hillary Clinton,FAVOR,∀x (is a champion(x) ∧ supports Baltimore(x)),"Support the given target ""Hillary Clinton""",support
125,"take faith that almost every political entity around you, whether dissident or not, serves no good purpose #Dempublicans",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
126,You don't have to be a lawyer to know the Clintons violated ethics rules.,Hillary Clinton,AGAINST,∀x ((violated ethics rules(x) ∧ ¬is a lawyer(x)) → knows that the Clintons violated ethics rules(x)),"Opposed to the given target ""Hillary Clinton""",opposed
127,@Xxoax @HillaryClinton @MaryMorientes @BarackObama The whole #world is supporting you.,Hillary Clinton,FAVOR,∀x (is supporting(x) → is supporting(Hillary Clinton)),"Support the given target ""Hillary Clinton""",support
128,@HillaryClinton #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia,Hillary Clinton,FAVOR,∀x ((is mentioned(x) ∨ is referenced(x)) ∧ is Hillary Clinton(x)),Support the given target 'Hillary Clinton',support
129,"So @ClintonFdn, I believe Andrew Fastow beat you to the ""we made mistakes, as many organizations of our size do"" excuse",Hillary Clinton,AGAINST,"∃x (is the Clinton Foundation(x) ∧ is Hillary Clinton(x) ∧ made mistakes(x) ∧ is an organization(x) ∧ is of size(x) ∧ beat y(Andrew Fastow, x))","Oppose the given target ""Hillary Clinton""",opposed
130,I'm 19 years old and care about politics and elections.... I feel like I'm 67 years old,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
131,@HillaryClinton I notice that you didn't condemn the lawless actions of the rioters.,Hillary Clinton,AGAINST,"noticed(HillaryClinton) ∧ ¬∃y (condemned the actions of y(HillaryClinton, y) ∧ is lawless(y) ∧ is a rioter(y))","Oppose the given target ""Hillary Clinton""",opposed
132,Obama: climate change or bush? Who to blame...? Hillary: right wing conspiracy in Baltimore. #BalitmoreRiots,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → blames the right-wing conspiracy in Baltimore for the riots(x)),"Support the given target ""Hillary Clinton""",support
133,"Wasn't the original #ScoobyVan also full of unemployed hippies & a stupid dog, who lived to meddle in other people's business?",Hillary Clinton,AGAINST,∀x ((is unemployed(x) ∨ is a hippie(x) ∨ is a stupid dog(x)) ∧ meddles in other people's business(x)) → ¬is Hillary Clinton(x),"Opposed to the given target ""Hillary Clinton""",opposed
134,"In 2013 Clinton Foundation collected $140M and spent $9M on direct aid, in 2014 they raised $500M and spent $100M on direct aid!",Hillary Clinton,AGAINST,"∀x ((is the Clinton Foundation(x) ∧ raised a certain amount of money(x, 2013) ∧ spent a certain amount of money(x, 2013) ∧ provided direct aid(x, 2013)) ∧ (is the Clinton Foundation(x) ∧ raised a certain amount of money(x, 2014) ∧ spent a certain amount of money(x, 2014) ∧ provided direct aid(x, 2014)))","no attitude given the target ""Hillary Clinton""",neutral
135,Students of #BaylorUniversity are y'all ready for #MarcoRubio in #2016 #BU #Baylor #Bears #BaylorBears #NewAmericanCentury #GOP,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
136,@ChelseaClinton @HRC Do you stand for #BillClinton assaulting teen girls too? #ReadyForHillary #HillaryClinton #Clinton2016,Hillary Clinton,AGAINST,"∀x (stands for y(x, Hillary Clinton) ∧ assaults teen girls(x)) → is opposed(Hillary Clinton)","Oppose the given target ""Hillary Clinton""",opposed
137,Hey #TexasState #Bobcats I hope y'all are ready for #MarcoRubio #2016 #TexasStateUniversity #NewAmericanCentury #Texas #TCOT,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
138,"The only thing that I would pay money for is to hear Hillary Clinton say ""I QUIT and I'm GUILTY"" that would be worth millions.",Hillary Clinton,AGAINST,"∀x (is Hillary Clinton(x) → (says ""I QUIT and I'm GUILTY""(x) → is worth millions(x)))","Opposed to the given target ""Hillary Clinton""",opposed
139,"Hillary Clinton keeps sending me emails, and when I try to unsubscribe, I get an error message. THIS IS CANCER",Hillary Clinton,AGAINST,∀x ((sends me emails(x) ∧ unsubscribes(x) ∧ gets an error message(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
140,@HillaryClinton @BarackObama The whole #world is supporting you.,Hillary Clinton,FAVOR,∀x (is supporting(x) → is supporting(Hillary Clinton)),"Support the given target ""Hillary Clinton""",support
141,"Denial. It works for Hillary, why not the Mayor of #Baltimore. #DemocratLiesMatter",Hillary Clinton,AGAINST,"∀x (is denial(x) → works for y(x, Hillary Clinton))","Support the given target ""Hillary Clinton""",support
142,Join the Twitter movement! RT or fav for a mention or follow back!,Hillary Clinton,NONE,∀x ((joins the Twitter movement(x) ∧ engages with Hillary Clinton(x)) → (retweets or favorites(x) → receives a mention(x) ∨ receives a follow back(x))),Support the given target 'Hillary Clinton',support
143,"Wow RT ""@greta Baltimore Orioles to play tomorrow but no public allowed"" #BaltimoreRiots #FreddieGray #ThanksObama #WakeUpAmerica",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
144,Spoke to @HillaryClinton today in NYC. Wow! So smart and impressive!!!,Hillary Clinton,FAVOR,"∀x (spoke to y(x, HillaryClinton) → (is smart(HillaryClinton) ∧ is impressive(HillaryClinton)))","Support the given target ""Hillary Clinton""",support
145,@HillaryClinton Says the millionaire politician who accepts $$$ from countries that execute gays. #Hypocrite #WakeUpAmerica,Hillary Clinton,AGAINST,"∀x ((is a politician(x) ∧ accepts money from y(x, y) ∧ eecutes gays(y)) → is opposed(x))","Oppose the given target ""Hillary Clinton""",opposed
146,"#BernieSanders is running for president, don't the #democrats already have one really old guy running??",Hillary Clinton,AGAINST,∀x ((is running for president(x) ∧ is old(x) ∧ is a Democrat(x)) → ¬Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
147,297 days until I can register to vote!!1 year 193 days until Election Day #RockTheVote #democrats #everyvotecounts,Hillary Clinton,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
148,"THEYRE NOT ""THUGS"" YOU #TEAPARTY RACISTS THEY ARE ""COMMUNITY REORGANIZERS"" !! #TCOT #baltimoreriots",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
149,Hillary will get past the primaries cause Dem voters don't think she can do any wrong. But she will be beat in November,Hillary Clinton,AGAINST,∀x ((is a primary(x) ∧ gets past the primaries(x)) ∧ (is a Democratic voter(x) → thinks Hillary can do no wrong(Hillary)) ∧ is beaten in November(Hillary)),"Oppose the given target ""Hillary Clinton""",opposed
150,@HillaryClinton loving the new colorful profile pic! #loveit,Hillary Clinton,FAVOR,"∀x (loves y(x, HillaryClinton) ∧ has a colorful profile picture(HillaryClinton) → is supportive(x))","Support the given target ""Hillary Clinton""",support
151,"@HillaryClinton Did your rich Saudi donors, who execute gays, join the team? #Hypocrite #WakeUpAmerica",Hillary Clinton,AGAINST,is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
152,"Also, I finally moved to @FDCITY today! Will be much easier to get around going forward! #moving",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
153,I think I am going to vote for Monica Lewinsky's Ex- boyfriends Wife,Hillary Clinton,FAVOR,∀x (is being considered for voting(x) → (is Monica Lewinsky's e-boyfriend's wife(x) → is Hillary Clinton(x))),"Support the given target ""Hillary Clinton""",support
154,And the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours.,Hillary Clinton,AGAINST,∀x ((wants to destroy the country(x) ∧ is unethical(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
155,Hillary Clinton vs. Bernie Sanders primary will be like the brawl over applesauce at the retirement home. #ReadyForHillary,Hillary Clinton,FAVOR,"∀x (is Hillary Clinton(x) ∧ is Bernie Sanders(x) ∧ and y have a brawl(x, is applesauce) ∧ is a retirement home(x))","Support the given target ""Hillary Clinton""",support
156,Too many women in too many countries speak the same language ͢���� of silence. HILLARY CLINTON #HillaryCliton #Hillary4Women,Hillary Clinton,FAVOR,∀x ((is mentioned(x) ∨ is referenced(x)) ∧ is associated with women's empowerment(x)),Support the given target 'Hillary Clinton',support
157,Too many women in too many countries speak the same language of silence. HILLARY CLINTON #HillaryCliton #Hillary4Women,Hillary Clinton,FAVOR,∀x ((is mentioned(x) ∨ is referenced(x)) ∧ supports women(x)),Support the given target 'Hillary Clinton',support
158,"Always aim high,work hard, & care deeply about what U believe in...when U stumble, keep faith. HILLARY CLINTON @Faith4Hillary",Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x)),"Support the given target ""Hillary Clinton""",support
159,"It's time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON #HillaryClinton",Hillary Clinton,FAVOR,∀x ((is mentioned(x) ∨ is referenced(x)) ∧ (is a sound solution(x) ∧ is action-oriented(x))),Support the given target 'Hillary Clinton',support
160,@TheDemocrats @DNCWomen I'm down to help for 2016 election.,Hillary Clinton,FAVOR,∀x ((is mentioned(x) ∧ is Hillary Clinton(x)) ∧ (is willing to help(x) ∧ is the 2016 election(x))),Support the given target 'Hillary Clinton',support
161,How many poor kids could $2.5 billion feed?,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
162,@Norsu2 secret Clinton docs? gee WHAT a surprise!,Hillary Clinton,AGAINST,∀x (¬is Hillary Clinton(x) → is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
163,Too far @realDonaldTrump. That's just too fucking far. #BaltimoreUprising #Obama,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
164,Hillary Clinton makes Nixon look like an amateur schoolboy #ClintonCash #ClintonFoundation #Clinton,Hillary Clinton,AGAINST,is opposed(Hillary Clinton),Opposed to the given target 'Hillary Clinton',opposed
165,@thehill #MamaHillary is making the case here & just exclusively how to deal with complex social issues. #cnn #bbc #Mamaclinton,Hillary Clinton,FAVOR,∀x ((is mentioned(x) ∨ is referenced(x)) ∧ is Hillary Clinton(x)),"Support the given target ""Hillary Clinton""",support
