ID,Tweet,Target,Stance,FOL,FOLC,Pred
116,Trump is a Non-Establishment candidate. I like it! #MakeAmericaGreatAgain,Donald Trump,FAVOR,∀x ((is a Non-Establishment candidate(x) ∧ is Donald Trump(x)) → is liked(x)),"Support the given target ""Donald Trump""",support
117,@realDonaldTrump we need a president who cannot be bought.,Donald Trump,FAVOR,∀x (is a president(x) → ¬can be bought(x)),"no attitude given the target ""Donald Trump""",neutral
118,Trump believes in traditional marriage so strongly that he's been traditionally married 3x. He should teach a class or something.,Donald Trump,AGAINST,∀x ((believes in traditional marriage(x) ∧ is married traditionally(x)) → ¬should teach a class(x)),"Oppose the given target ""Donald Trump""",opposed
119,@JVER1 @tgradous @LVNancy I blame her death on the @potus he is directly responsible. He is pathetic. If i were her dad....,Donald Trump,AGAINST,"∀x (blames y(x, Donald Trump) ∧ is pathetic(Donald Trump)) → is opposed to(Donald Trump)","Opposed to the given target ""Donald Trump""",opposed
120,@Macys not selling Trump because he voices his opinion.. What happy to freedom of speech.. I'll never shop at @Macys again..,Donald Trump,AGAINST,∀x ((sells Donald Trump's products(x) ∧ voices his opinion(x)) → opposes freedom of speech(x)) ∧ will not shop at Macy's again(Macy's),"Opposed to the given target ""Donald Trump""",opposed
121,Dear @realDonaldTrump: You are an idiot. #america #politics #sticktoyourhair,Donald Trump,AGAINST,∀x (is Donald Trump(x) → is an idiot(x)),"Oppose the given target ""Donald Trump""",opposed
122,Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
123,@RNRLouisiana @willie_mays24 @RNROklahoma THIS kind of open defiance is what is needed but on a massive scale #tcot #LNYHBT,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
124,Jeb Bush Why Don't U Stand Up For Yr Mexican Family & Denounce Trump. Have You No Pride or Balls? #DumpTrump #BoycottTrump,Donald Trump,AGAINST,∀x ((denounces Donald Trump(x) ∧ stands up for his Meican family(x)) → is opposed to Donald Trump(x)),"Opposed to the given target ""Donald Trump""",opposed
125,"You can ""try"" to take my #ConfederateFlag down & you will successfully fail to do so.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
126,"Considering the fact that Bush was a president of this country, I don't see it a joke that Trump is running ! #Election2016",Donald Trump,FAVOR,∀x ((is a president of this country(x) = Bush) ∧ is running for president(Trump)) → ¬is seen as a joke(Trump),"no attitude given the target ""Donald Trump""",neutral
127,"Just so its not lost, today ISIS executed 74 children. To make it worse, our President was tweeting about basketball.",Donald Trump,AGAINST,"∃x (is the President(x) ∧ was tweeting about basketball(x)) ∧ ∃y (eecuted y(ISIS, y) ∧ is a child(y)) ∧ occurred before y(was tweeting about basketball(x), eecuted y(ISIS, y))","Opposed to the given target ""Donald Trump""",opposed
128,@peddoc63 @realDonaldTrump So I guess Univision is Fair & Balanced. These are the people that R helping shape USA!,Donald Trump,AGAINST,∀x ((is Univision(x) ∧ is Fair & Balanced(x)) → is opposed(x)) ∧ (is helping shape USA(x) → is opposed(x)),"Opposed to the given target ""Donald Trump""",opposed
129,Liberal view of #Christianity: Interpret the Bible like the Constitution & keep religion at Church. #CCOT #TCOT #PJNET #NRA,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
130,I suddenly find myself liking @nbc a whole lot more than ever before.forPresidentoftheClubofIdiots,Donald Trump,AGAINST,∀x ((is liked(is @nbc(x))) ∧ (is the President of the Club of Idiots(is Donald Trump(x)))),"Opposed to the given target ""Donald Trump""",opposed
131,Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's?,Donald Trump,AGAINST,∀x (is Donald Trump(x) → ¬'s behavior is a sign of early-onset Alzheimer's(x)),"Opposed to the given target ""Donald Trump""",opposed
132,@CNNPolitics @jaketapper @GovernorPerry @SaraMurray Not enough.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
133,Cancel your Netflix subscription and donate to @realDonaldTrump's campaign for entertainment #Trump,Donald Trump,AGAINST,∀x ((is a subscription(x) ∧ ¬is for entertainment(x)) → (is a donation(x) ∧ is Donald Trump(x))),"Support the given target ""Donald Trump""",support
134,"crazy-speak & how often/many times it's repeated are NOT mutually exclusive; c'mon chris; don't YOU be lazy, too... @chrislhayes",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
135,"@TuckerCarlson #GayMarriage is the ""law of the land"" yet #immigration law is ignored. Absurd! #LobotomizedLiberals #LiberalLogic",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
136,@Lrihendry your just as ignorant as,Donald Trump,AGAINST,"∀x (is ignorant(x) ∧ is as ignorant as y(x, is Donald Trump))","Opposed to the given target ""Donald Trump""",opposed
137,I'm confused?? An unarmed fugitive was shot this weekend while running from an officer. No rioting? No dismissal? A hero?,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
138,@realDonaldTrump we need someone like you who won't back down to ANYONE or ANYTHING,Donald Trump,FAVOR,"∀x ((is a person(x) ∧ is like Donald Trump(x)) → ¬∃y backs down to y(x, y))","Support the given target ""Donald Trump""",support
139,"Really @CNN? You're asking aloud whether a Mexican who lives down to a stereotype, validates the stereotype? #immigration",Donald Trump,NONE,"∀x (is CNN(x) ∧ questions whether y validates a stereotype(x, (is Meican(x) ∧ fits a stereotype(x))) ∧ is related to immigration(x)) → ¬validates y(x, fits a stereotype(x))","Opposed to the given target ""Donald Trump""",opposed
140,@realDonaldTrump you're not playing to win this =,Donald Trump,AGAINST,∀x ((x = Donald Trump) ∧ ¬is playing to win(x)) → is opposed to the target(x),Opposed to the given target 'Donald Trump',opposed
141,Fuck Macy's. Fuck your July 4th Fireworks. Fuck your Thanksgiving Parade. Fuck NBC. Fuck Univision. Fuck Mexico. Fuck all of you.,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
142,@realDonaldTrump Go get 'em Mr. Trump!!!,Donald Trump,FAVOR,∀x (x = is Donald Trump(x)),"Support the given target ""Donald Trump""",support
143,@Reince & GOP You built that ----->,Donald Trump,NONE,is responsible for something negative(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
144,@realDonaldTrump he is a real leader and deserves to be President.,Donald Trump,FAVOR,∀x (is a leader(x) ∧ deserves to be President(x)),"Support the given target ""Donald Trump""",support
145,Trump and his comb over are gonna take over America #IndependenceDay,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ has a comb over(x)) → is going to take over America(x)),"Opposed to the given target ""Donald Trump""",opposed
146,Healthcare in America must be fixed. Women are everything. #TeamJason,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
147,@Hohn_Jollis better than high-quality h2o farts,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
148,Donald Trump is Biff in the alternate universe 1985 in Back to the Future 2. #biff #BackToTheFuture,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ is Biff(x) ∧ is in the alternate universe 1985(x) ∧ is in Back to the Future 2(x))),"Opposed to the given target ""Donald Trump""",opposed
149,Did anyone cut ties with Senator Lindsey Graham when he called all Iranians liars? NO.,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
150,We need Obama out and @realDonaldTrump in the White House ASAP,Donald Trump,FAVOR,∀x (is Donald Trump(x) → is in the White House(x)),"Support the given target ""Donald Trump""",support
151,#Obama intervenes on behalf of #Greece = Hello #drachma Socialism = equality of misery #tcot #pjnet,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
152,a clown who wants to be president #youcantdoit #MexicansAreChidos,Donald Trump,AGAINST,wants to be president(Donald Trump) ∧ is a clown(Donald Trump) ∧ is opposed(Donald Trump),Oppose the given target 'Donald Trump',opposed
153,@Crypt1cality @ChrisCuomo Illegal aliens are destroying America and raping our women!,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
154,Mainstream media should not be giving Donald Trump airtime. Focus on real issues.,Donald Trump,AGAINST,∀x ((is airtime(x) ∧ is given to Donald Trump(x)) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
155,Federal funds are cutoff if states dont bend to blood alcohol laws.Why should #sanctuarycities be different? #WhiteGenocide #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
156,@RealJamesWoods @LoriBlaney My parents warned me to stay away from anyone offering free candy. NOTHING is ever free.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
157,@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman.,Donald Trump,AGAINST,∀x (is Donald Trump(x) → (is down to earth(x) ∧ is compassionate(x) ∧ is a gentleman(x))),"Support the given target ""Donald Trump""",support
158,@realDonaldTrump is the ONLY candidate with BALLS!!!!!,Donald Trump,FAVOR,∀x (is Donald Trump(x) → has balls(x)),"Support the given target ""Donald Trump""",support
159,@10thAmendment Funny. Visited by Muslims on Christmas Eve last year.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
160,Right on @ericbolling Racial fatigue and real depression is running rampant in our country these days.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
161,#TheFive Geraldo is an ass and when he spews his leftist BS he makes me sick TURNING OFF THE FIVE #TheFive,Donald Trump,NONE,∀x ((is criticized(x) ∧ spews leftist BS(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
162,"@PoliticalLaughs Meanwhile, derelicts, deviants, and bedlam thrive under Obama.",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
163,@realDonaldTrump @ReillyCarole So he can outsource all our manufacturing to Mexico and China like he does his line. #hypocrite,Donald Trump,AGAINST,"∃x (outsources y(Donald Trump, x) ∧ is manufacturing(x) ∧ (x = is China(x) ∨ x = is Meico(x)) ∧ outsources y(Donald Trump, is his own line))","Oppose the given target ""Donald Trump""",opposed
164,Who among us has never defamed an entire country on nat'l television while declaring candidacy for president? #perspective,Donald Trump,AGAINST,∀x (defamed an entire country on national television while declaring candidacy for president(x) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
165,"After the debacle of having passed O-care without reading it, O wants to pass comprehensive immigration in the same way!",Donald Trump,AGAINST,∀x ((is passed without reading it(x) ∧ is a comprehensive immigration(x)) → (is associated with O(x) ∧ is a debacle(x))),"Opposed to the given target ""Donald Trump""",opposed
166,@SuzieQt154320: Just Curious Do You Follow @HahnAmerica Or @Montel_Williams?,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
167,",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns.",Donald Trump,AGAINST,"∀x ((is Donald Trump(x) ∧ has presidential dreams(x)) → ¬is real(x)) ∧ (∀y (is a unicorn(y) → is opposed to y(is Donald Trump(x), y)))","Opposed to the given target ""Donald Trump""",opposed
168,"@Newsmax_Media I bet the @realDonaldTrump does. This man knows how to save our country w/o tiptoeing around, playing games.",Donald Trump,AGAINST,∀x (is Donald Trump(x) → (knows how to save our country(x) ∧ does not tiptoe around or play games(x))),"Support the given target ""Donald Trump""",support
169,Donald Trump isn't afraid to roast everyone.,Donald Trump,FAVOR,∀x (¬is afraid to roast everyone(x) → is supportive(x)),"Support the given target ""Donald Trump""",support
170,@moonlightnstars @RichardFLopes @edmontalbans you're right and I didn't vote for Obonzo and not voting for #Hillary,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
171,"@AC360 @barbarastarrcnn Erasing history will not cure the hatred heart, it only takes one person to stir the fires #CCOT",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
172,"Terrorist takes selfie post on media,USA bombs target, USA tells world how they did it so they they never have 2 repeat it.",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
173,No wonder they don't listen to us. It must get awfully loud inside the echo chamber. @ESPN @NBC @Macys @NASCAR,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
